Pintu Masuk,Bulan,Jumlah,Jenis Data,Tahun,Bulan_Num,Tanggal
Supadio,Mei,1527.0,Pintu Masuk,2019,5,2019-05-01
Hasanuddin,Mei,1105.0,Pintu Masuk,2019,5,2019-05-01
Sultan Badaruddin II,Mei,1396.0,Pintu Masuk,2019,5,2019-05-01
Pintu Udara Lainnya,Mei,889.0,Pintu Masuk Lainnya,2019,5,2019-05-01
B. Pintu Laut,Mei,335111.0,Sub-Total,2019,5,2019-05-01
Batam,Mei,145447.0,Pintu Masuk,2019,5,2019-05-01
Tanjung Uban,Mei,58673.0,Pintu Masuk,2019,5,2019-05-01
Tanjung Pinang,Mei,14816.0,Pintu Masuk,2019,5,2019-05-01
Tanjung Balai Karimun,Mei,6235.0,Pintu Masuk,2019,5,2019-05-01
Tanjung Benoa,Mei,37.0,Pintu Masuk,2019,5,2019-05-01
Tanjung Mas,Mei,0.0,Pintu Masuk,2019,5,2019-05-01
Pintu Laut Lainnya,Mei,109903.0,Pintu Masuk Lainnya,2019,5,2019-05-01
C. Pintu Darat,Mei,203196.0,Sub-Total,2019,5,2019-05-01
Jayapura,Mei,4743.0,Pintu Masuk,2019,5,2019-05-01
Atambua,Mei,7457.0,Pintu Masuk,2019,5,2019-05-01
Entikong,Mei,1290.0,Pintu Masuk,2019,5,2019-05-01
Aruk,Mei,939.0,Pintu Masuk,2019,5,2019-05-01
Nanga Badau,Mei,1705.0,Pintu Masuk,2019,5,2019-05-01
Pintu Darat Lainnya,Mei,187062.0,Pintu Masuk Lainnya,2019,5,2019-05-01
Jumlah (A+B+C),Mei,1249536.0,Grand Total,2019,5,2019-05-01
Lainnya,Mei,,Pintu Masuk Lainnya,2019,5,2019-05-01
Total,Mei,1249536.0,Grand Total,2019,5,2019-05-01
A. Pintu Udara,Juni,829067.0,Sub-Total,2019,6,2019-06-01
Ngurah Rai,Juni,549483.0,Pintu Masuk,2019,6,2019-06-01
Soekarno-Hatta,Juni,190031.0,Pintu Masuk,2019,6,2019-06-01
Juanda,Juni,22485.0,Pintu Masuk,2019,6,2019-06-01
Kualanamu,Juni,18935.0,Pintu Masuk,2019,6,2019-06-01
Husein Sastranegara,Juni,8652.0,Pintu Masuk,2019,6,2019-06-01
Adi Sucipto,Juni,6583.0,Pintu Masuk,2019,6,2019-06-01
Bandara Int. Lombok,Juni,6127.0,Pintu Masuk,2019,6,2019-06-01
Sam Ratulangi,Juni,8339.0,Pintu Masuk,2019,6,2019-06-01
Minangkabau,Juni,5212.0,Pintu Masuk,2019,6,2019-06-01
Sultan Syarif Kasim II,Juni,2971.0,Pintu Masuk,2019,6,2019-06-01
Sultan Iskandar Muda,Juni,2051.0,Pintu Masuk,2019,6,2019-06-01
Ahmad Yani,Juni,1872.0,Pintu Masuk,2019,6,2019-06-01
Supadio,Juni,1567.0,Pintu Masuk,2019,6,2019-06-01
Hasanuddin,Juni,1385.0,Pintu Masuk,2019,6,2019-06-01
Sultan Badaruddin II,Juni,1725.0,Pintu Masuk,2019,6,2019-06-01
Pintu Udara Lainnya,Juni,1649.0,Pintu Masuk Lainnya,2019,6,2019-06-01
B. Pintu Laut,Juni,386152.0,Sub-Total,2019,6,2019-06-01
Batam,Juni,175001.0,Pintu Masuk,2019,6,2019-06-01
Tanjung Uban,Juni,61850.0,Pintu Masuk,2019,6,2019-06-01
Tanjung Pinang,Juni,18935.0,Pintu Masuk,2019,6,2019-06-01
Tanjung Balai Karimun,Juni,10118.0,Pintu Masuk,2019,6,2019-06-01
Tanjung Benoa,Juni,33.0,Pintu Masuk,2019,6,2019-06-01
Tanjung Mas,Juni,73.0,Pintu Masuk,2019,6,2019-06-01
Pintu Laut Lainnya,Juni,120142.0,Pintu Masuk Lainnya,2019,6,2019-06-01
C. Pintu Darat,Juni,218884.0,Sub-Total,2019,6,2019-06-01
Jayapura,Juni,4326.0,Pintu Masuk,2019,6,2019-06-01
Atambua,Juni,8718.0,Pintu Masuk,2019,6,2019-06-01
Entikong,Juni,2312.0,Pintu Masuk,2019,6,2019-06-01
Aruk,Juni,2081.0,Pintu Masuk,2019,6,2019-06-01
Nanga Badau,Juni,1495.0,Pintu Masuk,2019,6,2019-06-01
Pintu Darat Lainnya,Juni,199952.0,Pintu Masuk Lainnya,2019,6,2019-06-01
Jumlah (A+B+C),Juni,1434103.0,Grand Total,2019,6,2019-06-01
Lainnya,Juni,,Pintu Masuk Lainnya,2019,6,2019-06-01
Total,Juni,1434103.0,Grand Total,2019,6,2019-06-01
A. Pintu Udara,Juli,975870.0,Sub-Total,2019,7,2019-07-01
Ngurah Rai,Juli,604310.0,Pintu Masuk,2019,7,2019-07-01
Soekarno-Hatta,Juli,267143.0,Pintu Masuk,2019,7,2019-07-01
Juanda,Juli,24913.0,Pintu Masuk,2019,7,2019-07-01
Kualanamu,Juli,20929.0,Pintu Masuk,2019,7,2019-07-01
Husein Sastranegara,Juli,12581.0,Pintu Masuk,2019,7,2019-07-01
Adi Sucipto,Juli,10480.0,Pintu Masuk,2019,7,2019-07-01
Bandara Int. Lombok,Juli,5306.0,Pintu Masuk,2019,7,2019-07-01
Sam Ratulangi,Juli,11203.0,Pintu Masuk,2019,7,2019-07-01
Minangkabau,Juli,5183.0,Pintu Masuk,2019,7,2019-07-01
Sultan Syarif Kasim II,Juli,2555.0,Pintu Masuk,2019,7,2019-07-01
Sultan Iskandar Muda,Juli,2823.0,Pintu Masuk,2019,7,2019-07-01
Ahmad Yani,Juli,1851.0,Pintu Masuk,2019,7,2019-07-01
Supadio,Juli,1826.0,Pintu Masuk,2019,7,2019-07-01
Hasanuddin,Juli,1473.0,Pintu Masuk,2019,7,2019-07-01
Sultan Badaruddin II,Juli,1231.0,Pintu Masuk,2019,7,2019-07-01
Pintu Udara Lainnya,Juli,2063.0,Pintu Masuk Lainnya,2019,7,2019-07-01
B. Pintu Laut,Juli,311429.0,Sub-Total,2019,7,2019-07-01
Batam,Juli,147690.0,Pintu Masuk,2019,7,2019-07-01
Tanjung Uban,Juli,49247.0,Pintu Masuk,2019,7,2019-07-01
Tanjung Pinang,Juli,11951.0,Pintu Masuk,2019,7,2019-07-01
Tanjung Balai Karimun,Juli,8425.0,Pintu Masuk,2019,7,2019-07-01
Tanjung Benoa,Juli,13.0,Pintu Masuk,2019,7,2019-07-01
Tanjung Mas,Juli,97.0,Pintu Masuk,2019,7,2019-07-01
Pintu Laut Lainnya,Juli,94006.0,Pintu Masuk Lainnya,2019,7,2019-07-01
C. Pintu Darat,Juli,180874.0,Sub-Total,2019,7,2019-07-01
Jayapura,Juli,5557.0,Pintu Masuk,2019,7,2019-07-01
Atambua,Juli,8961.0,Pintu Masuk,2019,7,2019-07-01
Entikong,Juli,1720.0,Pintu Masuk,2019,7,2019-07-01
Aruk,Juli,1061.0,Pintu Masuk,2019,7,2019-07-01
Nanga Badau,Juli,1178.0,Pintu Masuk,2019,7,2019-07-01
Pintu Darat Lainnya,Juli,162397.0,Pintu Masuk Lainnya,2019,7,2019-07-01
Jumlah (A+B+C),Juli,1468173.0,Grand Total,2019,7,2019-07-01
Lainnya,Juli,,Pintu Masuk Lainnya,2019,7,2019-07-01
Total,Juli,1468173.0,Grand Total,2019,7,2019-07-01
A. Pintu Udara,Agustus,977033.0,Sub-Total,2019,8,2019-08-01
Ngurah Rai,Agustus,602457.0,Pintu Masuk,2019,8,2019-08-01
Soekarno-Hatta,Agustus,251596.0,Pintu Masuk,2019,8,2019-08-01
Juanda,Agustus,29180.0,Pintu Masuk,2019,8,2019-08-01
Kualanamu,Agustus,24623.0,Pintu Masuk,2019,8,2019-08-01
Husein Sastranegara,Agustus,13984.0,Pintu Masuk,2019,8,2019-08-01
Adi Sucipto,Agustus,12013.0,Pintu Masuk,2019,8,2019-08-01
Bandara Int. Lombok,Agustus,6622.0,Pintu Masuk,2019,8,2019-08-01
Sam Ratulangi,Agustus,14171.0,Pintu Masuk,2019,8,2019-08-01
Minangkabau,Agustus,5967.0,Pintu Masuk,2019,8,2019-08-01
Sultan Syarif Kasim II,Agustus,3229.0,Pintu Masuk,2019,8,2019-08-01
Sultan Iskandar Muda,Agustus,2935.0,Pintu Masuk,2019,8,2019-08-01
Ahmad Yani,Agustus,2035.0,Pintu Masuk,2019,8,2019-08-01
Supadio,Agustus,2127.0,Pintu Masuk,2019,8,2019-08-01
Hasanuddin,Agustus,1983.0,Pintu Masuk,2019,8,2019-08-01
Sultan Badaruddin II,Agustus,1605.0,Pintu Masuk,2019,8,2019-08-01
Pintu Udara Lainnya,Agustus,2506.0,Pintu Masuk Lainnya,2019,8,2019-08-01
B. Pintu Laut,Agustus,368408.0,Sub-Total,2019,8,2019-08-01
Batam,Agustus,183401.0,Pintu Masuk,2019,8,2019-08-01
Tanjung Uban,Agustus,55638.0,Pintu Masuk,2019,8,2019-08-01
Tanjung Pinang,Agustus,15621.0,Pintu Masuk,2019,8,2019-08-01
Tanjung Balai Karimun,Agustus,10273.0,Pintu Masuk,2019,8,2019-08-01
Tanjung Benoa,Agustus,1679.0,Pintu Masuk,2019,8,2019-08-01
Tanjung Mas,Agustus,0.0,Pintu Masuk,2019,8,2019-08-01
Pintu Laut Lainnya,Agustus,101796.0,Pintu Masuk Lainnya,2019,8,2019-08-01
C. Pintu Darat,Agustus,184827.0,Sub-Total,2019,8,2019-08-01
Jayapura,Agustus,5694.0,Pintu Masuk,2019,8,2019-08-01
Atambua,Agustus,9492.0,Pintu Masuk,2019,8,2019-08-01
Entikong,Agustus,2265.0,Pintu Masuk,2019,8,2019-08-01
Aruk,Agustus,2081.0,Pintu Masuk,2019,8,2019-08-01
Nanga Badau,Agustus,1226.0,Pintu Masuk,2019,8,2019-08-01
Pintu Darat Lainnya,Agustus,164069.0,Pintu Masuk Lainnya,2019,8,2019-08-01
Jumlah (A+B+C),Agustus,1530268.0,Grand Total,2019,8,2019-08-01
Lainnya,Agustus,,Pintu Masuk Lainnya,2019,8,2019-08-01
Total,Agustus,1530268.0,Grand Total,2019,8,2019-08-01
A. Pintu Udara,September,900409.0,Sub-Total,2019,9,2019-09-01
Ngurah Rai,September,589984.0,Pintu Masuk,2019,9,2019-09-01
Soekarno-Hatta,September,211775.0,Pintu Masuk,2019,9,2019-09-01
Juanda,September,20462.0,Pintu Masuk,2019,9,2019-09-01
Kualanamu,September,18913.0,Pintu Masuk,2019,9,2019-09-01
Husein Sastranegara,September,12869.0,Pintu Masuk,2019,9,2019-09-01
Adi Sucipto,September,10609.0,Pintu Masuk,2019,9,2019-09-01
Bandara Int. Lombok,September,6552.0,Pintu Masuk,2019,9,2019-09-01
Sam Ratulangi,September,11874.0,Pintu Masuk,2019,9,2019-09-01
Minangkabau,September,4427.0,Pintu Masuk,2019,9,2019-09-01
Sultan Syarif Kasim II,September,2409.0,Pintu Masuk,2019,9,2019-09-01
Sultan Iskandar Muda,September,2371.0,Pintu Masuk,2019,9,2019-09-01
Ahmad Yani,September,1946.0,Pintu Masuk,2019,9,2019-09-01
Supadio,September,2077.0,Pintu Masuk,2019,9,2019-09-01
Hasanuddin,September,1503.0,Pintu Masuk,2019,9,2019-09-01
Sultan Badaruddin II,September,1287.0,Pintu Masuk,2019,9,2019-09-01
Pintu Udara Lainnya,September,1351.0,Pintu Masuk Lainnya,2019,9,2019-09-01
B. Pintu Laut,September,327642.0,Sub-Total,2019,9,2019-09-01
Batam,September,159331.0,Pintu Masuk,2019,9,2019-09-01
Tanjung Uban,September,50232.0,Pintu Masuk,2019,9,2019-09-01
Tanjung Pinang,September,12768.0,Pintu Masuk,2019,9,2019-09-01
Tanjung Balai Karimun,September,8245.0,Pintu Masuk,2019,9,2019-09-01
Tanjung Benoa,September,28.0,Pintu Masuk,2019,9,2019-09-01
Tanjung Mas,September,266.0,Pintu Masuk,2019,9,2019-09-01
Pintu Laut Lainnya,September,96772.0,Pintu Masuk Lainnya,2019,9,2019-09-01
C. Pintu Darat,September,160668.0,Sub-Total,2019,9,2019-09-01
Jayapura,September,4052.0,Pintu Masuk,2019,9,2019-09-01
Atambua,September,7731.0,Pintu Masuk,2019,9,2019-09-01
Entikong,September,1704.0,Pintu Masuk,2019,9,2019-09-01
Aruk,September,1066.0,Pintu Masuk,2019,9,2019-09-01
Nanga Badau,September,981.0,Pintu Masuk,2019,9,2019-09-01
Pintu Darat Lainnya,September,145134.0,Pintu Masuk Lainnya,2019,9,2019-09-01
Jumlah (A+B+C),September,1388719.0,Grand Total,2019,9,2019-09-01
Lainnya,September,,Pintu Masuk Lainnya,2019,9,2019-09-01
Total,September,1388719.0,Grand Total,2019,9,2019-09-01
A. Pintu Udara,Oktober,855796.0,Sub-Total,2019,10,2019-10-01
Ngurah Rai,Oktober,565966.0,Pintu Masuk,2019,10,2019-10-01
Soekarno-Hatta,Oktober,189231.0,Pintu Masuk,2019,10,2019-10-01
Juanda,Oktober,20895.0,Pintu Masuk,2019,10,2019-10-01
Kualanamu,Oktober,21518.0,Pintu Masuk,2019,10,2019-10-01
Husein Sastranegara,Oktober,13420.0,Pintu Masuk,2019,10,2019-10-01
Adi Sucipto,Oktober,9535.0,Pintu Masuk,2019,10,2019-10-01
Bandara Int. Lombok,Oktober,5711.0,Pintu Masuk,2019,10,2019-10-01
Sam Ratulangi,Oktober,10394.0,Pintu Masuk,2019,10,2019-10-01
Minangkabau,Oktober,5271.0,Pintu Masuk,2019,10,2019-10-01
Sultan Syarif Kasim II,Oktober,2677.0,Pintu Masuk,2019,10,2019-10-01
Sultan Iskandar Muda,Oktober,2560.0,Pintu Masuk,2019,10,2019-10-01
Ahmad Yani,Oktober,2225.0,Pintu Masuk,2019,10,2019-10-01
Supadio,Oktober,1599.0,Pintu Masuk,2019,10,2019-10-01
Hasanuddin,Oktober,1439.0,Pintu Masuk,2019,10,2019-10-01
Sultan Badaruddin II,Oktober,1183.0,Pintu Masuk,2019,10,2019-10-01
Pintu Udara Lainnya,Oktober,2172.0,Pintu Masuk Lainnya,2019,10,2019-10-01
B. Pintu Laut,Oktober,332319.0,Sub-Total,2019,10,2019-10-01
Batam,Oktober,158619.0,Pintu Masuk,2019,10,2019-10-01
Tanjung Uban,Oktober,47670.0,Pintu Masuk,2019,10,2019-10-01
Tanjung Pinang,Oktober,12406.0,Pintu Masuk,2019,10,2019-10-01
Tanjung Balai Karimun,Oktober,8451.0,Pintu Masuk,2019,10,2019-10-01
Tanjung Benoa,Oktober,2001.0,Pintu Masuk,2019,10,2019-10-01
Tanjung Mas,Oktober,0.0,Pintu Masuk,2019,10,2019-10-01
Pintu Laut Lainnya,Oktober,103172.0,Pintu Masuk Lainnya,2019,10,2019-10-01
C. Pintu Darat,Oktober,158319.0,Sub-Total,2019,10,2019-10-01
Jayapura,Oktober,3874.0,Pintu Masuk,2019,10,2019-10-01
Atambua,Oktober,8994.0,Pintu Masuk,2019,10,2019-10-01
Entikong,Oktober,1705.0,Pintu Masuk,2019,10,2019-10-01
Aruk,Oktober,763.0,Pintu Masuk,2019,10,2019-10-01
Nanga Badau,Oktober,911.0,Pintu Masuk,2019,10,2019-10-01
Pintu Darat Lainnya,Oktober,142072.0,Pintu Masuk Lainnya,2019,10,2019-10-01
Jumlah (A+B+C),Oktober,1346434.0,Grand Total,2019,10,2019-10-01
Lainnya,Oktober,,Pintu Masuk Lainnya,2019,10,2019-10-01
Total,Oktober,1346434.0,Grand Total,2019,10,2019-10-01
A. Pintu Udara,November,777244.0,Sub-Total,2019,11,2019-11-01
Ngurah Rai,November,492904.0,Pintu Masuk,2019,11,2019-11-01
Soekarno-Hatta,November,183759.0,Pintu Masuk,2019,11,2019-11-01
Juanda,November,20780.0,Pintu Masuk,2019,11,2019-11-01
Kualanamu,November,20798.0,Pintu Masuk,2019,11,2019-11-01
Husein Sastranegara,November,14616.0,Pintu Masuk,2019,11,2019-11-01
Adi Sucipto,November,9218.0,Pintu Masuk,2019,11,2019-11-01
Bandara Int. Lombok,November,4635.0,Pintu Masuk,2019,11,2019-11-01
Sam Ratulangi,November,9261.0,Pintu Masuk,2019,11,2019-11-01
Minangkabau,November,5013.0,Pintu Masuk,2019,11,2019-11-01
Sultan Syarif Kasim II,November,2917.0,Pintu Masuk,2019,11,2019-11-01
Sultan Iskandar Muda,November,2417.0,Pintu Masuk,2019,11,2019-11-01
Ahmad Yani,November,2296.0,Pintu Masuk,2019,11,2019-11-01
Supadio,November,1811.0,Pintu Masuk,2019,11,2019-11-01
Hasanuddin,November,1595.0,Pintu Masuk,2019,11,2019-11-01
Sultan Badaruddin II,November,1218.0,Pintu Masuk,2019,11,2019-11-01
Pintu Udara Lainnya,November,4006.0,Pintu Masuk Lainnya,2019,11,2019-11-01
B. Pintu Laut,November,358264.0,Sub-Total,2019,11,2019-11-01
Batam,November,167288.0,Pintu Masuk,2019,11,2019-11-01
Tanjung Uban,November,52374.0,Pintu Masuk,2019,11,2019-11-01
Tanjung Pinang,November,12378.0,Pintu Masuk,2019,11,2019-11-01
Tanjung Balai Karimun,November,9209.0,Pintu Masuk,2019,11,2019-11-01
Tanjung Benoa,November,5021.0,Pintu Masuk,2019,11,2019-11-01
Tanjung Mas,November,2202.0,Pintu Masuk,2019,11,2019-11-01
Pintu Laut Lainnya,November,109792.0,Pintu Masuk Lainnya,2019,11,2019-11-01
C. Pintu Darat,November,145273.0,Sub-Total,2019,11,2019-11-01
Jayapura,November,5006.0,Pintu Masuk,2019,11,2019-11-01
Atambua,November,9824.0,Pintu Masuk,2019,11,2019-11-01
Entikong,November,1691.0,Pintu Masuk,2019,11,2019-11-01
Aruk,November,1009.0,Pintu Masuk,2019,11,2019-11-01
Nanga Badau,November,954.0,Pintu Masuk,2019,11,2019-11-01
Pintu Darat Lainnya,November,126789.0,Pintu Masuk Lainnya,2019,11,2019-11-01
Jumlah (A+B+C),November,1280781.0,Grand Total,2019,11,2019-11-01
Lainnya,November,,Pintu Masuk Lainnya,2019,11,2019-11-01
Total,November,1280781.0,Grand Total,2019,11,2019-11-01
A. Pintu Udara,Desember,838978.0,Sub-Total,2019,12,2019-12-01
Ngurah Rai,Desember,544726.0,Pintu Masuk,2019,12,2019-12-01
Soekarno-Hatta,Desember,186723.0,Pintu Masuk,2019,12,2019-12-01
Juanda,Desember,20546.0,Pintu Masuk,2019,12,2019-12-01
Kualanamu,Desember,22431.0,Pintu Masuk,2019,12,2019-12-01
Husein Sastranegara,Desember,14951.0,Pintu Masuk,2019,12,2019-12-01
Adi Sucipto,Desember,9795.0,Pintu Masuk,2019,12,2019-12-01
Bandara Int. Lombok,Desember,5499.0,Pintu Masuk,2019,12,2019-12-01
Sam Ratulangi,Desember,10743.0,Pintu Masuk,2019,12,2019-12-01
Minangkabau,Desember,5180.0,Pintu Masuk,2019,12,2019-12-01
Sultan Syarif Kasim II,Desember,4042.0,Pintu Masuk,2019,12,2019-12-01
Sultan Iskandar Muda,Desember,4012.0,Pintu Masuk,2019,12,2019-12-01
Ahmad Yani,Desember,2627.0,Pintu Masuk,2019,12,2019-12-01
Supadio,Desember,1527.0,Pintu Masuk,2019,12,2019-12-01
Hasanuddin,Desember,1821.0,Pintu Masuk,2019,12,2019-12-01
Sultan Badaruddin II,Desember,762.0,Pintu Masuk,2019,12,2019-12-01
Pintu Udara Lainnya,Desember,3593.0,Pintu Masuk Lainnya,2019,12,2019-12-01
B. Pintu Laut,Desember,388495.0,Sub-Total,2019,12,2019-12-01
Batam,Desember,190232.0,Pintu Masuk,2019,12,2019-12-01
Tanjung Uban,Desember,59340.0,Pintu Masuk,2019,12,2019-12-01
Tanjung Pinang,Desember,16426.0,Pintu Masuk,2019,12,2019-12-01
Tanjung Balai Karimun,Desember,10916.0,Pintu Masuk,2019,12,2019-12-01
Tanjung Benoa,Desember,7677.0,Pintu Masuk,2019,12,2019-12-01
Tanjung Mas,Desember,5135.0,Pintu Masuk,2019,12,2019-12-01
Pintu Laut Lainnya,Desember,98769.0,Pintu Masuk Lainnya,2019,12,2019-12-01
C. Pintu Darat,Desember,149594.0,Sub-Total,2019,12,2019-12-01
Jayapura,Desember,6155.0,Pintu Masuk,2019,12,2019-12-01
Atambua,Desember,12561.0,Pintu Masuk,2019,12,2019-12-01
Entikong,Desember,3177.0,Pintu Masuk,2019,12,2019-12-01
Aruk,Desember,1708.0,Pintu Masuk,2019,12,2019-12-01
Nanga Badau,Desember,1585.0,Pintu Masuk,2019,12,2019-12-01
Pintu Darat Lainnya,Desember,124408.0,Pintu Masuk Lainnya,2019,12,2019-12-01
Jumlah (A+B+C),Desember,1377067.0,Grand Total,2019,12,2019-12-01
Lainnya,Desember,,Pintu Masuk Lainnya,2019,12,2019-12-01
Total,Desember,1377067.0,Grand Total,2019,12,2019-12-01
A. Pintu Udara,Januari,821851.0,Sub-Total,2020,1,2020-01-01
